Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Totally recommended,mbrcf,n/a,16/08/2025,TIFF 2020 short cuts 35Sing Me a LullabyThis was a very touching story about family reunion and a mother-daughter united four decades after the unfortunate separation. It never loses steam and is relevant and emotional from start to finish. Totally recommended.,False
2,10,Very poignant and well done,Whatsit56,n/a,16/08/2025,I ended up watching this movie and was very moved by the story. The director allows the viewer into her mother's life in intimate ways. You understand and feel her pain and joy along the journey.,False
3,10,Amazing,veronicafummerton,n/a,16/08/2025,SpoilerI can not begin to say how much I enjoyed this film! I may or may not have cried for most of it. So moving! So grateful for the freedom and support that women have in this day in age. I can't imagine having to make a choice like this.,True
4,10,My favourite Documentarian,mercedesleggett-992-789385,n/a,16/08/2025,She blasts your heart wide open and makes you laugh and cry within minutes of each other. Thank you for sharing your families story with the world.,False
