Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,10,It shows how hard they work and how much heart goes into it,llenghel,n/a,16/08/2025,I'm happy they made this documentary. As an audience we learn a lot more about their personal and group motivations and struggles. Looking forward to what they have planned for at least the next 5 years!,False
2,10,10/10,m-brett-costa,n/a,16/08/2025,"Great storytelling, amazing editing, and really inspiring. The definition of an in your feelings movie, toeing the line between heavy and light, sad and funny, which leaves you feeling like you could do anything.",False
3,10,Good Movie!,mirielley,n/a,16/08/2025,"It show how hard they've worked together to get where they are. Honestly, for any fans of the try guys, you gotta watch it to understand.",False
