Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,10,Great documentary,toni185,n/a,16/08/2025,"It's great documentary with facts about animal farming and causes of global warming, should be watched by everyone, vegans or not. 10/10",False
2,10,Important one,happy_85,n/a,16/08/2025,"Great movie that shows how important it is that people change their diet to fight pandemics, climate change and to end animal suffering.",False
