Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Great documentary but,chrismise,n/a,16/08/2025,Minimize too much his flaws. Chaplin was a genius but he wasn't perfect. The way the movie treats his relationship with the underage actress is very male chauvinist.,False
